review,label,
Gopay tidak bisa digunakan karna telah di blokir aplikasi gopay penumpang saya gojek gaada tindakan soal akun penumpang saya,Akun,
"APLIKASI PENJAJAH!!! Udah tau lagi susah begini, biaya adm paylater nya di naikin!! Eh gw selalu bayar!! Ga pernah nunggak selalu tepat waktu!! Selalu gw bayat tagihan gw!!! Jangan bikin orang susah jadi tambah susah woy!!! Gw pake buat beli listrik rumah!!! Lu bisa ada sampe sekarang karena peran customer dan driver!!! Boro2 lu mau mensejahterakan driver yg ada lu mikir buat keuntungan lu sendiri!!!! DASAR PENJAJAH!!!!!",Layanan Pelanggan,
Cara transfer ke bank lain ini di menu apa ya?,Layanan Pelanggan,
Plis bntu percepat update ke gopay plus buat tf antar bank,Akun,
Kenapa gak bisa order makanan pake akun saya !!! Mohon di jawab buat pihak gojeknya,Aplikasi,
"Coba aja ada fitur ride now,mungkin cs saya tidak akan diambil driver grab terus karna nunggu saya jemput. Tau sendiri skarang kalo dapet order suka jauh mulu jemputnya ampe lewatin yg punya wilayah situ. Jelas ada BC gojek knapa yg dapet dari luar mulu. Kan gak enak jadinya wkwkwk",Aplikasi,
"Saldo sy tidak sama sekali masuk dari kemarin, mohon tanggapan nya pihak gojek, sy merasa di rugikan",Transaksi,
"Akun saya dari kemarin tiba-tiba nggak bisa masuk, setiap mau masuk katanya server sedang padat merayap. Gimana ini? Gopay saya masih banyak.",Aplikasi,
"TURUNKAN KEVIN DAN ANDRE sebagai CEO, Dia gag PATUT menjadi pemimpin GOJEK. PENJAJAH DRIVER, YANG GAG MEMIKIRKAN DRIVER NYA,CUMA INVESTOR NYA AJA YANG LO PIKIRIN. DASAR PENJAJAH MODERN... PERSETAN SAMA SISTEM YANG LO BUAT KEVIN DAN ANDRE.... 😈😈😈",Layanan Pelanggan,
Subscribe bayar 50k katanya hemat 300k. tp nyatanya yg kepotong cuma 2rb per transaksi. Brrti dr 50k itu kl dipake sebulan sehari skali hemat 10k doang. Itu juga kl order. Mending aplikasi sebelah deh,Layanan Pelanggan,
"gak bisa masuk, kode otp gak terkirim, udah coba di hapus cachenya tetep aja gak bisa. udah coba buat akun baru pake nomer baru juga gak bisa. udah di copot-pasang pula tetep gak berguna kalau gak bisa masuk dong TT. tolong dong diperbaiki",Aplikasi,
"Pesanan gk sesuai aplikasi, trus setelah komplain malah gk ditanggepin, kirim email malah dalam masa antrian trus, bener"" mengecewakan!",Layanan Pelanggan,
"Kalau bisa aplikasi itu kaya sebelah,,bisa detec imei,,jd kalau akun nya di bikin fiktif atau tetembakan yg suka cancel ceklis perfoma driver,bisa di blok dan walau pun ganti nomor tetep gk bisa bkin akun baru,,soal nya 1 device 1 no hp,lbiar gk banyak akun fake,,ini 1 device bisa pake lebih dari 1 nomor hp,,ya iya lah banyak yg bkin fiktif,,jd tetembakan sana sini,,vancel perfoma.driver minta batal",Layanan Pelanggan,
"App eror, selalu meminta hidupkan Gps. Dan Gps telah saya aktifkan. Namun munculan terus muncul kembali meminta menghidupkan Gps",Aplikasi,
"Sedih bgt gue mau byr pke gopay niat biar irit dikit malah malu dan dipersulit, password slh trs pdhl udh bner 😢😢 untung bawa duit. Udh ke2xnya nih gue",Aplikasi,
"mau tanya min ,saya kan daftar gojek pake nomor yg lama skrg nomornya udh gak aktif .d aplikasi gojek nya bisa d ganti nomor apa nggak ? makasih",Layanan Pelanggan,
Selama wabah ini tolong lebih perhatikan para driver dr segi kesahatan maupun financial ... Kita sama2 saling membantu untuk menangani wabah ini...semangat gojek,Layanan Pelanggan,
"kesel kali jumpa driver yang gk ngerti MAPS, tolong kalau mereka ingin melamar pekerjaan di gojek periksa dulu apa betul ngerti dengan MAPS.",Layanan Pelanggan,
Kurang pelayanan dr drivernya dan kebanyakan tidak sopan,Layanan Pelanggan,
"Saya sdh daftarkan resto di gobiz udh aktif, tapi kenapa saya cari di aplikasi gojek gofood kok ga ditemukan. Mohon bantuannya lah. Bolak balik kirim email ga ada respon dari pihak gojek cuma dikasih nomor tiket doang",Layanan Pelanggan,
"no telepon nya gak jelas, kalo di samarin kyk gitu itu sama aja membuka peluang abagi orang"" yg jail ke para driver,",Layanan Pelanggan,
tp waktu login suka keluar sendiri,Aplikasi,
Untuk upgrade Gopay Plus statusnya selalu Mengunggah Dokumen. Padahal sudah mencoba lebih dari 3x dan menunggu 3x24 jam.,Akun,
"gojek sekarang ngeselin, lagi butuh bgt buru-buru, eh apk gak bisa dipake karena harus upgrade. Padahal hp disaat urgent itu gak selalu ready update, ada masalah memory kepenuhan lah, kuota abis, dll. mohon dipertimbangkan ya gojek, walau versi apk belum update, mohon layanan jgn dihentikan. Nuhun",Layanan Pelanggan,
"Inilah yg harus di mengerti dari sistem gojek terutama di gofood... Terkadang custemer yg request makanan tnp sepengetahuan penjual kaya misal (jgn pake micin,/dll) udh dibuatin sm si penjual. Otomatis makanan hrs diganti, kasian yg penjualnya jg... Klo bisa ditingkatkan lg chatt antar custemer gofood dgn penjual. Bukan cm sm gojek. Krn apa. Krn terkdang gojek dtg makanan udh jadi!? You know hasilnya apa? Ini isi hati para penjual gofood dan pembeli... Terimakasih",Aplikasi,
Nge bug nh aplikasi nya keluar terus mw cek pesanan... Tolong donk di perbaiki secepatnya..,Aplikasi,
"Ganti nomer ga bisa, ditlfn malah disrh ingetin nmr lama, mending kalau nmrnya ilang msh bru"", kalau ilang nya udh lama gmn? Msa cust hrs ttp mengingat nmr lama nya? Tolong diperbaiki, dan dipermudah untk penggantian nomer digojek ini. Kecawa saya",Layanan Pelanggan,
"Halo gojek indonesia.. Saya sebagai driver gobox/gokilat surabaya memohon kerjasamanya.. Saya mewakili driver gobox surabaya meminta Untuk menu gobox di aplikasi tolong di pasang di halaman utama sama seperti gorid,gofood dll.. Karena banyak custumer yg kebingungan cari menu gobox di aplikasi gojek.. Bahkan ada beberapa custumer yg beranggapan bahwa gobox mungkin sudah tidak beroprasi sehingga banyak juga pelanggan gobox/gokilat yg bergeser ke aplikasi sebelah.. Terimakasih.. Gobox surabaya..",Aplikasi,
Kenapa paylater tidak bisa untuk belanja bayar ditempat hanya melalui aplikasi saja dan tidak bisa untuk belanja melalui gomart tidak seperti gopay,Layanan Pelanggan,
Nih gojek anjing tolong dong di acc gopay saya. Saya cuma mau narik duit saya ga lebih. Tolong ya gojek bangsat,Akun,
"Agak kecewa dengan sistem gojek Kalau mencari driver agak lama padahal disekitar wilayah banyak sekali driver yg sedang online. Sebenarnya byk yg suka menggunakan jasa gojek,namun disisi lain masih ada kekurangan yg perlu diperbaiki yaitu sistem IT nya.",Layanan Pelanggan,
"Aplikasi bodoh, ksh payletter tp ujung2nya mcm pemerasan, pemakaian 9000 ditagih 24.000. Luar biasa gojek. Kapok pake aplikasi ini",Layanan Pelanggan,
"saldo gopay terkunci hampir 1 bulan. G ada komfirmasi kelanjutan nyah. Udah abis pls 50 buat nlpn custer seevice berkali"" hadeh",Akun,
"Saya baru di telfon oleh oknum penipuan yang mengatasnamakan gojek, dengan iming"" hadiah gopay 1 juta. Dan oknum tersebut meminta kode otp yang dikirim melalui sms dan mengatasnamakan gojek juga. Lalu saya tertipu dan memberikan kode otp itu. Dan oknum tersebut menyuruh saya untuk top up gopay sebesar Rp. 150.000, untungnya saya tidak mengisi saldo saya karna sudah merasa ini penipuan, lalu saya tutup telfonnya. Saya hanya kehilangan 30ribu saja. Mohon lebih ditingkatkan lagi keamanan dari Gojek",Layanan Pelanggan,
"Tolong gua udah ganti pin mau mbayar, tapi bisa bisanya pinnya salah tolong di perbaiki ngebug apa eror kintil",Aplikasi,
"Kalau saya sarankan lebih baik ada live chat dengan cs gojek, biar kalau mau tanya² lebih gampang.",Aplikasi,
Akun ganti sendiri padahal tidak diapa apa kan,Akun,
Upgrade akun dari tanggal 15 Mei sampai 28 Mei gak di proses.,Akun,
Selamat sore. Mohon maaf kenapa aplikasi gojek tidak bisa dibuka ya? Sudah diupdate tapi masih tidak bisa dibuka. Mohon konfirmasi nya..Terima kasih.,Aplikasi,
Lamaa banget si otp doang knp siiii GAJELAS bangettt,Aplikasi,
"Eror terus ga bisa buat order Aplikasi sampah Harus ada team evaluasi aplikasinya Jangan yg bermuka dua Kacau isinya Ga bisa order,akhirnya pelanggan setia kabur Pahami ini dongok. Perbaikan server itu malam hari aja tolol. Pelanggan mau order ga bisa",Aplikasi,
Gimana caranya hapus riwayat pemesanan ya?,Layanan Pelanggan,
"Ongkir mahallll, padahal cuman 0,7km .. jarang ada promo juga harus beli voucher. auto uninstall",Layanan Pelanggan,
"Saya baru pertama kali install ini aplikasi dari 5 hari yg lalu so far lumayan lah selama ini, saya sdh order 3 kali di go food kali yg keyiga saya mengisi saldo gopay dan langsung order gofood via gopay ,saya cuma heran kan sisa saldo gopay saya Rp.30500 td siang kok sekrang pas saya buka malam hari tinggal Rp.29500 yaa ? Hilang Rp.1000 nya kemana min...hemm tolong yg adil ya kgn curang, saya cek rieayat kok Rp,72500 pdhal td siang saya order di gofood hbs Rp.71500 min, mohon penjelasan'y admin",Transaksi,
Tolong untuk para driver jgn terlalu memilih lokasi tujuan yg di pesan customer. Karena sering sekali sy merasa kesulitas mendapat driver d jam sibuk krn lokasi tujuan sy d anggap terlalu jauh,Layanan Pelanggan,
Proses lambat untuk Upgrade ke gojek plus butuh waktu 3 hari...lebih2 pembuatan rekening Bank....,Akun,
"aplikasi nya berat banget. loading lama, dan minta ditutup aplikasinya. buatlah aplikasi gojek mudah di akses , bukan enak diliat. pesan gofood sering error. pesan gocar error pula, bluebird juga sering ga mau pick up dan double. mending putus kerja sama saja .",Aplikasi,
Ko akun gojek saya di upgrade nya lama sekali ya proses nya...?,Akun,
Bikin pin kok susah seh aku udah kirim ulang kode berkali-kali tetep gak ada sms pulsa ku juga masih banyak.. Tolong dijelaskan..,Aplikasi,
"Aplikasi ini butuh perbaikan. Terjadi banyak kasus lokasi tujuan tidak ditemukan baik melalui penulisan alamat maupun menggunakan titik maps, dan tarif sering tidak keluar terutama untuk order jarak jauh.",Aplikasi,
Gimana gojek nih masa saya beli pulsa gak ke kirim cuman gopay saya aja yg kepotong,Transaksi,
"Ribet bikin pin gopay, nomer udah bener malah di salah salahin. Suruh ngapus sms, udah diapus tetep gaada otp, ditolak terus. Tolong segera diperbaikin dong, jangan sampe kinerja terus terusan menurun.",Aplikasi,
Gak bisa masuk kak. Padahal nomer sudah benar. Tapi tetep gak bisa masuk. Muncul kalimat oops ada yg salah,Aplikasi,
"Saya pengguna paylater, saya telat membayar paylater lalu saya di telpon dan di telp tersebut kalau saya membayar hari ini juga pada saat di telp maka saya berkesempatan mendapatkan cashback 30% dari tagihan saya dan akan langsung di topup di saldo gopay tp apa saya udah bayar pada hari itu juga ternyata bohong sampai hari ini gak ada tuh topup saldo gopay nya, kalau mau maksa bayar gak usah lah pakai bohongin segala.",Transaksi,
"Ini kenapa ya kok mau pesen go send tiba"" ilang gtu aja padahal kouta banyak sinyal bagus kenapa ya...??",Aplikasi,
"""Gojek Sumbang Rp 44,2 Triliun Terhadap Perekonomian Indonesia"" , pada kenyataanya driver hanya di anggap sapi perah , di ambil untungnya & resiko ditanggung driver , dangan dalih driver hanya ""MITRA"" bukan karyawan PT.Gojek , so mo driver kena opik kek , mau di begal kek , mau kecelakaan bahkan taruhannya nyawa pun gak peduli , selama itu menguntungkan gojek , padahal yang membesarkan gojek adalah driver, coba berita kek gini yang di besar2kan media !!",Layanan Pelanggan,
"Gila yak,, dah hampir 3 bulan uplaod data, smpai sekrang msih aja gak kelar-kelar mengunggah nya..!! Apa-apaan ini?? Mau upgrade ke premium aj kok sampai slama ini?",Akun,
"Kepada pihak gojek mohon perbaiki aplikasinya,dulu saya suka top up game free fire,tapi mengapa sekarang gak bisa lagi padahal saya suka top up free fire di gojek,jadi mohon untuk perbaiki ini!!",Layanan Pelanggan,
"jujur kecewa dgn cara penagihan payletter gojeg, mengancam dan intimidasi via tlp jika tidak secepatnya dibayar.",Layanan Pelanggan,
"Akun saya tiba"" kluar sendiri trus minta kode OTP malah gk dkirim kirim Bgtu udh masuk gangguan lagi, kacau gopay nya Lagi perlu"" nya malahan lemot",Aplikasi,
Kenapa harga nya mulai naik dulunya 7000 skarang 1200 di tempat yang sama yang saya sering pergi,Layanan Pelanggan,
"Gojek payah ga pernah ngasih promo,ga kaya grab promonya sampe 70% kalo grabike Ngasih promonya food doang itu juga cuma potongan ongkir 4000",Layanan Pelanggan,
"Tidak manusiawi ,sama saja KALIAN telah matiin rejeki orang ,kalian memberikan sanksi putus mitra dengan alasan tidak masuk akal "" manipulasi system order "" kalian bilang saya hanya mengambil order gofood , Masih banyak driver lain yang kalian prioritaskan itu yang mereka ambil hanya orderan gofood ,tetapi mengapa tidak kalian berikan sanksi yang sama seperti saya ,ini saya rasa tidak adil ,semoga developer gojek indonesia merasakan hukum karma atas apa yang kalian lakukan terhadap akun saya .",Layanan Pelanggan,
"Sy beli beras di alfamart pakai gopay,sesuai promo,seharusnya harganya 56.000 dgn gopay.namun trnyta harganya sama spt tanpa gopay,jd harganya 57.500,bgmn itu?jangan beri harapan palsu dong?",Layanan Pelanggan,
"Bangsat mau login aja ga keluar2 SMS verifikasi nya, giliran dipencet back keluar.. Trus pas mau login lg nunggu 30menit, makasih lah bgst",Aplikasi,
"Tolong lah dipermudah Kenapa susah amat mau upgrade ke plus , tiap foto kamera bawaan gojek selalu mengurangi resolusi foto padahal kamera hape normal normal aj diaplikasi lain",Aplikasi,
Mau upgrad go pay ke premium gmn caranya ya?,Layanan Pelanggan,
Apk nya bagus layanan nya ramah tapiii tolong dong voucher sekarang kenapa ada minimal pembelian sih kan jadinya sayang kebuang banyak voucher nya,Layanan Pelanggan,
"Ga bisa topup, ga ada sms kodenya",Aplikasi,
Kenapa kok saya gak bisa upgrade gopay plus yak,Akun,
Gojek ga jelas DRIVER yang dekat bayak malah dapet yang jauh lama nunggu ya. Tolong berbaiki sistem kalian. Kita sebagai peguna gojek kecewa Karana terlalu lama nunggu.,Layanan Pelanggan,
Update yg baru jelek banget! Chat sm driver gk bisa!,Aplikasi,
Upgrade gopay plus nya lama banget. Katanya tunggu 3x24 jam. Ini sudah 3 minggu masih diterima belum dikonfirmasi,Akun,
"Susah banget kalau mau upgrade gopay tiap foto e-ktp padahal jernih pas sudah di foto jadi buram butuh sarannya dong, tolong di benerin",Akun,
"Ongkir gofood kenapa jadi mahal sekali ya? Naik 2x lipat, bahkan ada yg lebih. Padahal jaraknya dekat.",Layanan Pelanggan,
"tolong di update maps nya... ada bbrp daerah yg ga terdaftar di map, sedangkan lokasi yg terbaca di map jaraknya lumayan jauh dari rumah.. kalau pelayanan driver nya, so far sih bagus2 aja.. tolong ditingkatkan lagi ya..mksh",Aplikasi,
"Lebih baik untuk perekturan pengendara lebih d seleksi Karna di jalan sering ugal2an (lawan arah, ngebut2, potong jalur) Sngat berbahaya bagi penumpang dan pengendara lain. Kalau kami kasih bintang kecil nnti ad suspent driver sedih2 kami msih ksihan, tp mrka tidak sadar juga mementingkan diri sendiri melanggar aturan d jalan demi mengejar orderan. Jd harus gimana ??? Tp mulai saat ini sya berpikir memberikan bintng sesuai pelayanan saja oke yg oke, jelek ya gk peduli driver dpt hukuman",Layanan Pelanggan,
Baru kali ini top up 16 ribu nggak masuk mau kirim bukti transfer nggak ada menunya udah kirim chat sampai bosan nggak ada balasan cuma mesin penjawab email yg bolak balik mbales sampai bosan bacanya .emang pegawai call center ngapain aja ... Nomer udah ke daftar pra kerja nggak bisa di upgrade...masih aja di suruh upgrade...wes ngerti kalo cuma buat 1 gopay satu identitas..tapi yg saya daftarkan itu nggak bisa di upgrade...solusinya gimana??????????????,Transaksi,
Ka kalau ganti no hp tapi tetep akun gopaynya itu gmna yah? Soalnya no hp nya hilang tapi saya sudah mencantumkan no hp yg hilang itu dikartu prakerja,Akun,
"Sudah 3 hari akun gojek saya tidak dapat digunakan, go-ride tidak dapat membaca lokasi, go-pay saya 0 padahal sebelumnya masih ada Rp.55,500 , coba buka riwayat permintaan ditolak, dikatakan diaplikasi server padat merayap, sudah 3 hari dan saya sudah telepon customer servicenya tapi jawabannya hanya harus menunggu dan log-in log-out berulang kali, saya pengguna setia gojek dan saya susah bgt kalau harus pake aplikasi ojek online yang lain, tolong segera diperbaiki!",Aplikasi,
"Info dan saran aja buat gojek, harga makanan dan ongkir di aplikasi sebelah lebih murah, wajar aja sekarang gofood udh mulai ditinggalkan oleh sebagian konsumen nya, kalo di biarin terus ya sdh dapat dipastikaan semua konsumen nya lari ke aplikasi sebelah",Layanan Pelanggan,
"Kenapa akun saya dibekukan, padahal saya sudah melakukan pembayaran paylater, terus saldo saya kemana dong kalau begitu",Akun,
"Akun terblokir terus gara gara cancel order gojek, dicancel karena memang waktu estimasinya lama sampai 10 menit",Akun,
"Pt. GOJEK berhasil membuat para mitranya menderita dengan sistem pemerataan yang baru,yang keluar subuh dan yang keluar sore sama pendapatan akibat bagi2 orderan,jadi tolong kembalikan ke sistem prioritas,karna sistem prioritas kita tidak tau rejeki kita untuk besok,klo sistem yg baru palinh banyak dapat 10 orderan,",Layanan Pelanggan,
Upgrade ke gopay selalu tidak bisa..padahal sudah foto id dengan jelas dan benar..sudah foto selfie dengan jelas dan benar..tapi selalu kembali ke kamera..tidak ada keterangan sama sekali yang dapat mengetahui permasalahannya dimana...tidak ada fitur customer service..jadi kalau mau tanya atau complain kesusahan..,Aplikasi,
"Min, fitur penyamaran nomer itu sangat gk berguna tau gak? Grab aja yg dulu pernah menggunakan fitur ini akhirnya menonaktifkannya. Gk semua nomer customer itu mudah ditelpon atau aktif. Mereka lebih mudah dihubungi via telp wa. Kadang nomer asli ditaruh di hp yg berbeda, jadi saat nelpon berkali2 gk bakal diangkat. Saya rubah jadi bintang 5 klo sudah dihapus fitur ini",Layanan Pelanggan,
Kenapa akun sy di blok???,Akun,
Makin hari makin mahal aja Biaya Langganan PAYLATERnya perbulan Dulu 12ribu sekarang 25ribu.. Kecewaaa sama Gopay..,Layanan Pelanggan,
"Pas login / masuk ke aplikasi, kode sms tidak masuk ke nomor telpon, padahal nomor telepon benar.. di coba beberapa kalipun tidak bisa masuk, malah suru tunggu 30 menit.. menyusahkan pelanggan saja.. lebih baik pindah ke grab.. biar gojek bangkrut.",Aplikasi,
"Karena saya di rugikan sudah isi gopay tapi mau beli paket internet aja gak bisa tolong dong di fix in saya udh tiga kali ngelapor tapi tidak ditanggapi,apk nya bgs tapi setiap mau beli paket internet gak bisa wtf.",Transaksi,
"kode otp seharus nya kirim via email juga , jika nomor tlpn sudah mati bisa dilakukan pembaruan no tlpn 😡",Layanan Pelanggan,
Drivernya jangan terlalu banyak tanya. Bikin customer ilfil dan emosi. Oke mksh. Wassalam,Layanan Pelanggan,
"koq buat order go ride di hp sy masih ga bisa,padahal baru sy update,knpa ya???minta infonya gmna caranya,biar bisa order goride lagi?",Layanan Pelanggan,
"logout sebentar krna memori full, pas login lagi ga bs , mana ada gopaynya lagi hadeuh ribet",Aplikasi,
"update aja di perbesar ,Ordernya di perbanyak lah ,make aplikasi coustumer suka eror buat nyari driver aja lama / gagal terus ,kasian para driver gojek seharian hanya 2 trip 3trip mentok ,apa lagi driver suka jalan2 abis bensin 30rb belm roko ,otak anda dimna ,gimna cs ga pindaj2 aplikasi ,kantor aja persulit orderan ,Bntr lagi aja ancur ni aplikasi sama aplikasi2 baru",Layanan Pelanggan,
"Saya mau mengisi saldo gopay, tetapi saya bingung jumplah nomer kartu saya hanya 11 digit saja padahal disuruh masukin 12 digit, saya coba masukin 11 digit saja tidak bisa. Apakah saya harus nambahin 62 didepannya? . Mohon bantuannya.",Layanan Pelanggan,
"Server busy teruss.. mau order nga bisa, bodoh ni aplikasi",Aplikasi,
"Parah banget soalnya apa banyak driver yang tidak niat kerja, dalam arti tidak niat kerja itu suka pilih pilih orderan maunya yang tunai saja dan tidak mau nunggu direstoran yang rame Padahal saya kan sudah bayar pake gopay itu kan resmi dan kalau memang driver tidak mau nunggu di restoran rame mendingan pecat saja driveryang tidak niat itu dan merekrut driver baru lagi",Layanan Pelanggan,
Tarifnya mahal dan tidak ada promo..,Layanan Pelanggan,
Ngisi paket internet M3 dr gojek masuk juga ngak tuh paket internet gopay kpotong otomatis manada laporan masuk aneh cuma bisa nyuri duitnya doang,Transaksi,
Upgrade Gopay plus x kok lama banget prosesnya??😩😩 padahal lg butuh..,Akun,
"Tolong di telusuri, saldo gopay bisa direct to rekening BCA m-banking, sehingga si penipu dengan mudahnya menguras saldo Gopay dan saldo ATM, koq bisa perusahaan sekelas gojek punya data akun pelanggan hingga kelolosan dan bisa di akses oleh penipu??? Termasuk org2 yg pernah transfer saldo gopay ke nomer tlp pribadi saya, dan bisa dgn gampangnya di tlp dan kena tipu jugaa... wah kacau gojek... Gimana tanggapan pihak gojek nih ?? Penyelesaiannya....",Transaksi,
"Kadang drivernya sesuka hati membatalkan pesanan, dan kadang motor yang di pakai. Tidak sesuai dengan kebutuhan customer nya, contohnya kayak mau ke terminal dengan banyak barang tapi si driver minta di batal karna motornya tidak sesuai kebutuhan. Semoga di sesuaikan dengan kebutuhan customer motornya . Terimakasih 😊",Layanan Pelanggan,
"Makin sini aplikasi makin kaya setan,mau masukin otp aja susah nya minta ampun!!!",Aplikasi,
Apakah paylatter bisa untuk bayar gofood.. Semisal nihh total ongkir dan makanan 21rb apakah bisa bayar full 21rb dengan paylatter??,Layanan Pelanggan,
"AKU SERING MNGGUNAKAN JASA GOJEK TPI TIDAK DAPAT VOCHER, SEDANGKAN LAINNYA JRANG PAKAI MALAH DAPAT. APA BENER KLO KITA SERING ORDER GOJEK MALAH KITA TIDAK DAPAT VOCHER!!!!!",Layanan Pelanggan,
"Saya merasa kecewa dengan GOJEK saya tidak melakukan kesalahan apa"" Kenapa apk castemer saya di blokir😡😡😡",Akun,
iklan gojek tidak sesuai antara yg di TV dengan kenyataan saya sering kasih tips lebih berharap driver pengrtian untk angkatin barang bljnaan saya yang banyak tp yg saya dapat setelah terima uang driver hanya duduk manis di bangku😒😒😒😞 jika tidak ngomong utuk di bantuin yaa gk mau bantu kadang ad juga yg pura2 gak dengar padahal suara saya kuat lohjj,Layanan Pelanggan,
Nyesel gw pake go jek. Pesen go mart dari semalem gak di antar2 udah tlfon drivernya katanya udah di batalin. Padahal belum dan masih ada map perjalanya. Gw bayar pake go pay dan saldo gw udah berkurang. Males gw pake aplikasi go jek gak ada tanggung jawabnya,Layanan Pelanggan,
Gimana bos ku !! Perihal tarik saldo yg blm di proses sampai saat ini dari tanggal 10 . Sampai sekarang . Mohon bantuanya . !! saya sudah mengirim via bantuan tapi tidak ada respon notifikasi lagi di proses . MOHON AGAR SECEPATNYA DI TINDAK LANJUT KAN !!!!!,Transaksi,
Ayo donk upgradenya jgn lama saya mau bayar2. Lwat gopay plus blm bisa,Akun,
"Saya punya 2 akun gojek yang bermasalah semua, yg pertama tidak bisa memesan driver dan itupun akun lama yg baru saja saya pakai kembali, saya sudah hubungi admin dan tdk bisa bantu sama sekali. Yang ke-2 saya baru saja download apl gojek lagi yg kemarin saya uninstal dan saya buat akun baru gojek lagi tpi sama saja, sekarang maps nya lagi yang bermasalah tidak dapan menemukan lokasi. Jadi sy kasih bintang 3 dlu dan tolong bantu admin🙏",Aplikasi,
Tolong ya bantuaanya aku dah bolak balik ditolak blm dapat OTP !!! Ini bener bener ribett,Aplikasi,
"Aplikasi anak bangsa sudah seharusnya memberikan kemaslahatan untuk seluruh coustumer dan tidak lupa mensejahterakan seluruh driver disamping menvari keuntungan bagi PT GI sendiri, Kenyataannya,,, Pelayanan terhadap ctm menjadi kurang maksimal krn jarak penjemputan driver/jarak pengantaran food yg terlalu jauh, disamping para driver yg tdk bisa bekerja maksimal krn terlalu capek menanti orderan yg terlalu lama yg berakibat kurang fokus dlm menjalankan order, bijaksanalah PT GI,",Layanan Pelanggan,
"Setiap mau order, loading sangat lama, ga dapat dapat driver. Faktanya, di depan mata, ratusan driver nganggur saya tanya, belum pada dapat orderan, sepi katanya. Gojek lucu, bercanda. IT nya amatiran atau ada penyusup. Karena butuh waktu cepat , terpaksa pindah order grab. Padahal selama ini sangat setia ke gojek. Ngelus dada...",Layanan Pelanggan,
"Gojek makin kesini makin kacau tarif makin naik, token gopoints hilang, kalau order selalu dapat drivernya jauh2. Tolong diperbaiki ya apalagi sedang musim virus COVID-19, harusnya tarifnya ongkirnya diturunin khususnya gofood mengingat banyak yang beli makanan pakai layanan ini. Jadi sementara sy pakai aplikasi sebelah dulu sampai semuanya sudah beres.",Layanan Pelanggan,
"Ktmu driver ngbrol seharian baru dpt 2,pdhal kluar pagi,mana cukup untuk makan istri anak2 d rmh,tolong di ubah system ordernya,kasian para driver,jgn prioritas trs yg d ksh order,kasian driver yg lain",Layanan Pelanggan,
Alangkah lebih baik Gopay di kolaborasikan dengan toko online yg ada skrng ya minn... gopay saya sring ga guna mau buat belanja online bayarnya harus ke dompet digital sebelah…,Layanan Pelanggan,
"Tolong di bantu.. akun customer saya baru in di bikin.. trus saya mau updet ..tapi minta foto ktp dan nik ktp.. setela saya masukin data ktp . Ga bisa . ,, Di balas id or data ktp saya sudah perna derdaftar .😔.. kalo g di updet aku belum bisa trima insentif dari prakerja.. mohon bantuanny🙇🙏",Akun,
Saya membeli token listrik tp layanan tidak tersedia. Terus ini gmna duit udah masuk tp tidak dapat token listrik nya?,Transaksi,
"Pelayanan buruk, aplikasi buruk. Sudah puluhan kali saya upgrade gopay plus selalu di tolak!! Dan banyak orang lain yg sama sperti saya. Kecewa dengan aplikasi ini.",Akun,
"kenpa mau masuk ke menu gofood , menu tidak muncul . Yang muncul hanya suruh mengkatifkan gps padahal gps udah nyala . ?",Aplikasi,
KENAPA BISA SALDO KEPOTONG TANPA ADA KONFIRMASI??,Transaksi,
"Asli bete banget sama apk ini masa pas udh update jadi banyak masalah, trs ada tulisan padat marayap segala apaan sih, pas si dtivernya kirim pesan malah ga ke baca dan ga bisa di buka jadi ga enak sama drivernya, asli mengecewakan bgt da",Aplikasi,
Untuk pembuat sistem gojek saat ini.. anda sangat pintar.. dalam 1 jam kami di berikan 1 order.. dan target saya 30 ordeer. Sehari itu cuma 24 jam boss . Gmna bisa menyelesaikan target anda..,Layanan Pelanggan,
Ga bisa dpake. Error dah 2 bulan SERVER KAMI PADAT MERAYAP. Yg lain aja lancar2 aja. Ini Server lewatnya dmana si Punya gw ko Padat Merayap. Hmmmmmm,Aplikasi,
"Untuk go pulsa mohon di perbarui,karena yg tercantum paketan ga jelas Trima kasih",Aplikasi,
"Kasian abang gojeknya dengan sistem baru , inilah akibat sistem kapitalis ,berpihak pada yang punya uang dan kuasa, akhirnya meskipun mitra jadi dirugikan dan tidak ada pilihan lagi demi keluarga yang harus dinafkahi dan bayar iuran bpjs yang semakin naik (saya pelanggan gojek ,pegawai swasta dan bukan driver hanya berempati), Tetap semangat Abang2 Gojek selalu bersandarlah sama Allah dalam hal apapun termasuk rejeki, jika bersandar sama manusia terutama Gojek ini pasti bakal sakit hati",Layanan Pelanggan,
"Koq ini para driver Go-car kalau cuacanya hujan, pasti sibuk semua. Sedangkan saat2 begitu lg penting2nya. Terutama untuk wilayah Banjarmasin Selatan (Kalimantan Selatan), mohon kepada pihak Gojek, Gocarnya agar dapat lebih diperhatikan lg pelanggannya. Kalau memang tidak berniat bisa melayani dengan cuaca apapun sebaiknya tidak usah mendaftar dilayanan ini. Saya benar-benar kecewa dgn pelayanan Gocar wilayah Banjarmasin Selatan ini😔",Layanan Pelanggan,
"Upgrade dokumen gopay plus mau seminggu, statusnya masih unggah ajh... Emng berat bgd yaaa unggah smpe mau seminggu... Ini gmn sih mau transfer mau narik saldo gopay ga bisaaaaaa....",Akun,
